epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,11816.3,0.54012,0.35471,1.0197,0.97492,0.97943,0.98223,0.88212,0.47855,0.24654,0.96746,0.0009415,0.0009415,0.0009415
185,11880,0.54093,0.35153,1.02071,0.97481,0.97943,0.98226,0.88242,0.47834,0.24643,0.96727,0.000892,0.000892,0.000892
186,11943.9,0.53552,0.34929,1.01988,0.97457,0.97952,0.98222,0.88213,0.47811,0.24655,0.96718,0.0008425,0.0008425,0.0008425
187,12007.8,0.54503,0.36071,1.02372,0.97475,0.97948,0.98225,0.8822,0.47779,0.24668,0.96695,0.000793,0.000793,0.000793
188,12071.5,0.53667,0.35062,1.02005,0.97472,0.97943,0.98213,0.88165,0.47747,0.24674,0.96672,0.0007435,0.0007435,0.0007435
189,12135.5,0.53505,0.34729,1.01709,0.97507,0.97943,0.98219,0.88162,0.47734,0.24674,0.96665,0.000694,0.000694,0.000694
190,12199.4,0.53518,0.34969,1.01892,0.97519,0.97943,0.9821,0.88092,0.47705,0.24683,0.96647,0.0006445,0.0006445,0.0006445
191,12263.1,0.43964,0.26319,0.96741,0.97518,0.97943,0.98206,0.88113,0.47681,0.24694,0.96628,0.000595,0.000595,0.000595
192,12326.7,0.43487,0.25224,0.96649,0.97535,0.97943,0.98211,0.88099,0.47662,0.247,0.96612,0.0005455,0.0005455,0.0005455
193,12389.8,0.43097,0.24825,0.96078,0.97553,0.97927,0.98213,0.88086,0.47642,0.24686,0.96599,0.000496,0.000496,0.000496
194,12453.4,0.42987,0.25039,0.9603,0.97569,0.97909,0.98213,0.88122,0.47619,0.24675,0.96576,0.0004465,0.0004465,0.0004465
195,12516.8,0.4264,0.24551,0.95925,0.97589,0.97861,0.98206,0.88081,0.47595,0.24669,0.96569,0.000397,0.000397,0.000397
196,12579.8,0.42579,0.24626,0.95866,0.97596,0.97849,0.98204,0.8817,0.47569,0.24662,0.96552,0.0003475,0.0003475,0.0003475
197,12643,0.41983,0.24459,0.95277,0.97607,0.97842,0.98201,0.882,0.47555,0.24609,0.96555,0.000298,0.000298,0.000298
198,12706.1,0.42281,0.23873,0.95535,0.97617,0.97838,0.98209,0.88239,0.47521,0.24609,0.96544,0.0002485,0.0002485,0.0002485
199,12769.5,0.41933,0.24026,0.95292,0.97663,0.97819,0.98236,0.88255,0.47491,0.24632,0.96534,0.000199,0.000199,0.000199
200,12832.5,0.41643,0.23675,0.95365,0.97722,0.97791,0.98247,0.88297,0.47466,0.24555,0.9652,0.0001495,0.0001495,0.0001495
